SymbolID,SymbolTypeID,SymbolValue,ExchangeID,ObjectID,SymbolStartDate,SymbolEndDate,ActiveFlag,PrimaryFlag,ProcessType
152298551,7291,22083241,NULL,243871398,NULL,05/26/2019,0,1,U
689189261,7291,58404645,NULL,244463385,11/18/2020,02/17/2022,0,0,U
156114737,7291,22393925,NULL,244914128,NULL,05/11/2020,0,1,U
152425554,7291,22212040,NULL,245647956,NULL,03/23/2020,0,1,U
191672105,7291,28570170,NULL,247449211,NULL,08/13/2020,0,1,U
152879287,7291,22686482,NULL,248005038,NULL,05/01/2018,0,1,U
153073977,7291,22922621,NULL,248044150,NULL,09/21/2021,0,1,U
156778050,7291,22808860,NULL,248600638,NULL,11/13/2020,0,1,U
202256241,7291,29373024,NULL,248742006,NULL,04/27/2020,0,1,U
202258587,7291,29373030,NULL,248742012,NULL,04/28/2020,0,1,U
153162031,8279,99754613,NULL,252099413,11/21/2013,11/25/2013,0,1,U
153311429,7291,23115375,NULL,252224775,NULL,11/24/2021,0,1,U
212110559,7866,A142JR,NULL,252224775,11/26/2013,11/24/2021,0,1,U
153311431,8279,99946105,NULL,252224775,11/26/2013,11/24/2021,0,1,U
157489674,7291,23321018,NULL,254056736,NULL,12/25/2019,0,1,U
157489672,7291,23321017,NULL,254056737,NULL,12/25/2019,0,1,U
157489670,7291,23321015,NULL,254056738,NULL,12/25/2019,0,1,U
157925683,7291,23338457,NULL,254056816,NULL,12/25/2019,0,1,U
157925657,7291,23338452,NULL,254056944,NULL,12/25/2019,0,1,U
157925628,7291,23338450,NULL,254057016,NULL,12/25/2019,0,1,U
157925626,7291,23338447,NULL,254057017,NULL,12/25/2019,0,1,U
175421818,7291,25962853,NULL,254200848,NULL,06/11/2017,0,1,U
157971960,7291,508777,NULL,262623549,01/14/1992,06/09/2020,0,0,U
157975617,7291,18422061,NULL,277634680,04/16/2012,01/25/2017,0,0,U
114593261,7291,394403,NULL,528643742,NULL,05/21/2017,0,1,U
701692657,7291,57117618,NULL,665066059,09/12/2020,10/26/2022,0,0,U
